cn_0,虽然通常没什么威力，但有很低的机率来一次杀死对方。
cn_1431,"烤得生熟刚好的肉排，味道好极了。"
cn_1432,"未烤熟的肉排，切开仍伴有血丝。"
cn_1433,"烤得太久的肉排，已焦得难以下噎。\n\f=有机率中毒：每5秒扣除50血，持续30秒\f>。"
cn_1434,"月光女神留下的眼泪。\n骑士、王族使用后可获得二段加速效果。\n法师、精灵使用后可获得二段加速效果，且使用时，角色初始力量/敏捷点数达到18点或全部力量/敏捷点数达到35点，额外获得物理攻击速度加成。"
cn_1435,"合成魂戒的关键素材。"
cn_1436,"印着骷髅头的精美印花。"
cn_1437,"装满各种神奇道具的大礼包，打开可随机获得+8武器兑换券/+9武器兑换券/受祝福强化卷轴/各种制作装备的材料。"
cn_1438,"价值连城的武器兑换券，可向活动使者兑换强化等级为+9的武器。"
cn_1439,"稀有的武器兑换券，可向活动使者兑换强化等级为+8的武器。"
cn_1440,"高级变形卷轴的碎片。\n使用后可获得10铂金币。"
cn_1441,"力·英雄项链Lv.5：象徵着已成为一名出色的英雄，是力量型英雄的凭证。\n在活动期间，可到马洛斯城镇的\fW活动联络者\f>升级为英雄项链Lv.6。"
cn_1442,"魔·英雄项链Lv.5：象徵着已成为一名出色的英雄，是魔力型英雄的凭证。\n在活动期间，可到马洛斯城镇的\fW活动联络者\f>升级为英雄项链Lv.6。"
cn_1443,"敏·英雄项链Lv.5：象徵着已成为一名出色的英雄，是敏捷型英雄的凭证。\n在活动期间，可到马洛斯城镇的\fW活动联络者\f>升级为英雄项链Lv.6。"
cn_1444,"力·英雄项链Lv.6：象徵着已成为一名出色的英雄，是力量型英雄的凭证。"
cn_1445,"魔·英雄项链Lv.6：象徵着已成为一名出色的英雄，是魔力型英雄的凭证。"
cn_1446,"敏·英雄项链Lv.6：象徵着已成为一名出色的英雄，是敏捷型英雄的凭证。"
cn_1447,"特殊的高级变形卷轴，死亡骑士已晋升为死亡骑士·傲骨模型。\n\f=物品失效时间：2019-01-03 10:00"
cn_1448,"让大地长出荆棘，缠绕敌人，减慢敌人的速度。 \n分类：3级魔法（职业）\n效果：有一定机率移除目标所有加速效果，并且持续时间内不可使用二段加速。成功率与双方等级差有关。 \n学习要求：\n精灵：30级"
cn_1449,"藉助风的力量，使自己获得加速。 \n分类：6级魔法（职业）\n效果：持续4秒，持续4秒，持续时间内降低45%魔防并提高1.5倍命中抵抗，若自身有二段加速效果，则提高2倍命中抵抗。命中抵抗的增益效果仅对PVP有效。 \n学习要求：\n精灵：50级"
cn_1450,"使用后可恢复较多体力"
cn_1451,"抵达指定位置点燃后，有概率获得神印卷轴"
cn_1452,"已经破损的兽人之弓"
cn_1453,"能够看穿幻象的水晶，使用后可进入「迷幻山岳」。"
cn_1454,"装有礼物的福袋，打开可随机获得一种道具。"
cn_1455,"已购买过「新春福袋」的凭证。"
cn_1456,"装有武器强化卷轴的礼包，打开可获得10个武器强化卷轴，并额外随机获得一个卷轴，最高可获武器强化卷轴（祝福）。"
cn_1457,"装有防具强化卷轴的礼包，打开可获得10个防具强化卷轴，并额外随机获得一个卷轴，最高可获防具强化卷轴（祝福）。"
cn_1458,"拥有神奇的魔法，使用后，可在一定时间内获得打怪经验1.5倍。死亡时清空该状态"
cn_1459,"拥有神奇的魔法，使用后，可在一定时间内获得打怪经验2倍。死亡时清空该状态"
cn_1460,"一枚能为人带来好运的神奇金币。"
cn_1461,"锋利而轻盈的长剑，非常适合精灵使用。"
cn_1462,"合成力量法杖的关键素材。"
cn_1463,"合成普索长剑的关键素材。"
cn_1464,"吸收了德雷克山狱怪物们狂暴力量的水晶，用于修复或制作武器。"
cn_1465,"产于德雷克山狱的一种稀有石头，用于修复或制作武器。"
cn_1466,"\fW只有法师可以使用\f>。\n持续时间内，每3秒恢复不少于2点的魔力，人物精神点数会影响每次的恢复量。在此状态下，再次使用，则替换该状态。\n不能与魔复药水同时使用。"
cn_1467,"法师和精灵专用，使用后获得二段加速状态。\n使用时，角色初始力量点数达到18点或全部力量点数达到35点，额外获得物理攻击速度加成。"
cn_1468,"使用后，解除被变形的状态。"
cn_1469,"已购买过「武器强化卷轴礼包」的凭证。"
cn_1470,"已购买过「防具强化卷轴礼包」的凭证。"
cn_1471,"能够看穿一切假象的水晶，进入「迷幻山岳」顶端「迷幻山顶」必须的道具。"
cn_1472,"\f3不可穿戴\n最高只可强化至+8，继续强化不会提升强化等级。\f>\n狂热工匠塔斯瑞所制作的衣服模板，未经任何加工。"
cn_1473,"狂热工匠塔斯瑞所制作的衣服，增强力量属性。"
cn_1474,"狂热工匠塔斯瑞所制作的衣服，增强敏捷属性。"
cn_1475,"狂热工匠塔斯瑞所制作的衣服，增强体力属性。"
cn_1476,"狂热工匠塔斯瑞所制作的衣服，增强智力属性。"
cn_1477,"\f3不可穿戴\n只可用于装备强化等级继承\n最高只可强化至+8，继续强化不会提升强化等级。\f>\n狂热工匠塔斯瑞所制作的武器，似矛却非矛，无人晓用。"
cn_1478,"只可用于强化塔斯瑞之擎的强化卷轴。"
cn_1479,"只可用于强化塔斯瑞之衣的强化卷轴。"
cn_1480,"用于兑换「驱幻之眼」的票券。\n需玩家等级达到50级。\n可到马洛斯、沙棘木村和骑特拉城镇找\fW塔斯瑞及其学徒\f>进行兑换。"
cn_1481,"蕴含过去记忆的泉水，可重置49等后已分配的某一种类属性点。\n最低使用等级：50\n可找世界树下的\f3米娅[重置属性点]\f>了解重置属性相关资讯。"
cn_1482,"使用后，解除被变形的状态。"
cn_1483,"已购买过元宵藏宝图的凭证。"
cn_1484,"一份标记有宝物坐标的地图，只在元宵节期间可供购买。"
cn_1485,"装有「神秘谷传送卷轴」的盒子。\n使用后可获得「神秘谷传送卷轴」。"
cn_1486,"画有传送魔法印记的卷轴，使用后可进入「神秘谷」。"
cn_1487,"\f3不可穿戴\n最高只可强化至+6，继续强化不会提升强化等级。\f>\n通过使用专属[塔斯瑞之衣强化卷轴]进行强化，强化等级达到＋6，可通过马洛斯城镇的多丽丝[防具制作]加工为可穿戴的[特殊·塔斯瑞之衣]。"
cn_1488,"以橙羹一起烹煮的元宵。\n使用后可获得10000经验。\n\f=到期日：2019-03-07 10:00:00"
cn_1489,"以核桃酪一起烹煮的元宵。\n使用后可获得50000经验。\n\f=到期日：2019-03-07 10:00:00"
cn_1490,"以酒酿一起烹煮的元宵。\n使用后可获得100000经验。\n\f=到期日：2019-03-07 10:00:00"
cn_1491,"美味可口的精灵饼乾。精灵食用后获得二级加速效果。"
cn_1492,"使用即可传送至祈愿峡谷，有效时间30分钟。\n身上有该物品时，无法使用「祈愿盒子」。"
cn_1493,"蕴含魔力的精肉，祭祀祈祷的必备品之一。\n 2019年3月5日11:00前集齐所需祭品可找马洛斯的佩丝(32827,33547)兑换和平奖券参与抽奖。\n\f=到期日：2019-03-07 10:00:00"
cn_1494,"吸收了妖魔灵气的鸡蛋，祭祀祈祷的必备品之一。\n 2019年3月5日11:00前集齐所需祭品可找马洛斯的佩丝(32827,33547)兑换和平奖券参与抽奖。\n\f=到期日：2019-03-07 10:00:00"
cn_1495,"新鲜的优质苹果，祭祀祈祷的必备品之一。\n 2019年3月5日11:00前集齐所需祭品可找马洛斯的佩丝(32827,33547)兑换和平奖券参与抽奖。\n\f=到期日：2019-03-07 10:00:00"
cn_1496,"新鲜的优质玉米，祭祀祈祷的必备品之一。\n 2019年3月5日11:00前集齐所需祭品可找马洛斯的佩丝(32827,33547)兑换和平奖券参与抽奖。\n\f=到期日：2019-03-07 10:00:00"
cn_1497,"新鲜的优质南瓜，祭祀祈祷的必备品之一。\n 2019年3月5日11:00前集齐所需祭品可找马洛斯的佩丝(32827,33547)兑换和平奖券参与抽奖。\n\f=到期日：2019-03-07 10:00:00"
cn_1498,"和平庆典的抽奖券。\n2019年3月5日11:00前可以在马洛斯的佩丝(32827,33547)处参与抽奖。\n\f=到期日：2019-03-07 10:00:00"
cn_1499,"存放「祈愿峡谷传送卷轴」的盒子，有效期24小时，请在限期内使用，过期消失。\n\f=温馨提示：身上携带有「祈愿峡谷传送卷轴」时无法使用「祈愿盒子」。"
cn_1500,"四阶净化药水礼盒，打开可随机获得四阶武器/防具/饰品净化药水。"
cn_1501,"高级材料礼盒，打开可随机获得世界树的树枝/噬能水晶/噬心石/短剑的剑身。"
cn_1502,"使用可获得1个「塔斯瑞之擎」和8个「塔斯瑞之擎强化卷轴」。"
cn_1503,"特制的魔力法杖，装备后能够吸取对方的魔力。\n强化不会增加魔伤。"
cn_1504,"内斯特的恶作剧，他让法杖变了用途。\n强化不会增加魔伤。"
cn_1505,"风晶石，源自月光女神的祝福，蕴含着轻灵的风属性力量！ \n分类：3级魔法（职业）\n效果：在持续时间内，二段提升施法者所有速度。 \n学习要求：\n精灵：30级"
cn_1506,"珍稀的魔法手札，记载着远古魔法师对法则的感悟与心得。 \n分类：1级魔法（职业）\n效果：使用获得二段加速效果。使用时，角色初始力量点数达到18点或全部力量点数达到35点，额外获得物理攻击速度加成。 \n学习要求：\n法师：28级"
cn_1507,"能和属性矿石精炼出属性源晶的神奇结晶。\n天启者进行属性源晶精炼的必备素材。"
cn_1508,"由天启者精制过的天启源晶，可向元素强化武器补充500点天启魔能。"
cn_1509,"从火元素强化武器中提取出的元素结晶，蕴含炙热的火元素之力。"
cn_1510,"\f=限时物品\f>\n狩猎山脉魔物们掉落的徽章，可用于在马洛斯\fW猎魔人\f>处兑换屈原长靴礼盒、魔法书及火/水/土/风之元素。"
cn_1511,"风晶石，蕴含着轻灵的风属性力量！ \n分类：3级魔法（职业）\n效果：在持续时间内，二段提升施法者所有速度，角色初始敏捷点数达到18点或全部敏捷点数达到35点，额外获得物理攻击速度加成。 \n学习要求：\n精灵：30级"
cn_1512,"稀有的武器兑换券，可于\fW8月22日10:00前\f>找马洛斯城镇里的\fW火神伏尔坎的仆从\f>兑换指定的强化等级为\fW+8\f>的武器。"
cn_1513,"英雄的凭证。 \n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.2。"
cn_1514,"从水元素强化武器中提取出的元素结晶，蕴含深邃的水元素之力。"
cn_1515,"英雄的凭证。 \n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.3。"
cn_1516,"英雄的凭证。 \n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.4。"
cn_1517,"力·英雄项链Lv.4：象徵着已成为一名出色的英雄，是力量型英雄的凭证。\n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.5。"
cn_1518,"魔·英雄项链Lv.4：象徵着已成为一名出色的英雄，是魔力型英雄的凭证。\n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.5。"
cn_1519,"从风元素强化武器中提取出的元素结晶，蕴含疾速的风元素之力。"
cn_1520,"敏·英雄项链Lv.4：象徵着已成为一名出色的英雄，是敏捷型英雄的凭证。\n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.5。"
cn_1521,"力·英雄项链Lv.5：象徵着已成为一名出色的英雄，是力量型英雄的凭证。\n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.6。"
cn_1522,"魔·英雄项链Lv.5：象徵着已成为一名出色的英雄，是魔力型英雄的凭证。\n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.6。"
cn_1523,"敏·英雄项链Lv.5：象徵着已成为一名出色的英雄，是敏捷型英雄的凭证。\n可到马洛斯城镇的\fW歌尔\f>升级为英雄项链Lv.6。"
cn_1524,"从土元素强化武器中提取出的元素结晶，蕴含坚实的土元素之力。"
cn_1525,"力·英雄项链Lv.6：象徵着已成为一名出色的英雄，是力量型英雄的凭证。"
cn_1526,"魔·英雄项链Lv.6：象徵着已成为一名出色的英雄，是魔力型英雄的凭证。"
cn_1527,"敏·英雄项链Lv.6：象徵着已成为一名出色的英雄，是敏捷型英雄的凭证。"
cn_1528,"\f=限时物品，有效期7天。\f>\n等级≥40的冒险者可凭券于\fW隐藏之谷\f>活动开启期间前往马洛斯的\fW隐藏之谷·诺\f>处消耗该券进入\fW隐藏之谷·诺\f>。"
cn_1529,"只可用于强化闪亮的新手武器的强化卷轴。"
cn_1530,"只可用于强化闪亮的新手防具的强化卷轴。"
cn_1531,"海底城堡二层的沙华鱼人身上的魔晶。"
cn_1532,"海底城堡二层的魔鬼鱼身上的魔晶。"
cn_1533,"镜子森林特有的产物，击杀镜子森林里的怪物即有几率获得。"
cn_1534,"记录着影像中的地点的地图，看看能找到什么。"
cn_1535,"一个盒子，可是打不开，找珍妮特看看吧。"
cn_1536,"盛满材料的包裹，英蒂安让你帮忙送去给盖娅。"
cn_1537,"镜子森林的刺红的昂哥蜘蛛的肉。"
cn_1538,"镜子森林的蛇女的肉。"
cn_1539,"镜子森林的刺红的昂哥蜘蛛的丝。"
cn_1540,"镜子森林的巨眼怪的泪腺。"
cn_1541,"费思用刺红的昂哥蜘蛛丝和巨眼怪的眼泪炼成的蜘蛛丝浆。"
cn_1542,"镜子森林里巨眼怪身上的记忆晶体。"
cn_1543,"海底城堡一层的寇涛鱼人的鱼鳍。"
cn_1544,"海底城堡三层的梭螺鱼人的骨头。"
cn_1545,"海底深渊的海蛞蝓的肉。"
cn_1546,"镜子森林的蛇女的皮。"
cn_1547,"镜子森林的变形怪身上的一种晶体。"
cn_1548,"镜子森林的蛇女的胆，制作凯里的解毒药需用到。"
cn_1549,"蛇胆里的汁液。"
cn_1550,"一块神奇的石头，在指定坐标处使用看看吧。"
cn_1551,"至忠至诚。"
cn_1552,"尤玛的为凯里和伤员们配置的药。"
cn_1553,"哈伯特让你帮忙送去给水淩林的加尔文的试炼函。"
cn_1554,"波丝的聚魔石，珍妮特需要借用。"
cn_1555,"娜恩赠送给费思的盒子，据说有机关，打开看看吧。"
cn_1556,"一颗看起来没什么用处的石头。"
cn_1557,"费思提炼的巨眼怪的眼泪。"
cn_1558,"海底深渊的龙龟的壳，据说防御力极好。"
cn_1559,"凭此推荐信，方可参与海底深渊试炼。拿去给多威尔吧。"
cn_1560,"海底深渊试炼的任务物品，击杀击杀伊娃水母或库普鲁水怪可获得。"
cn_1561,"海底深渊试炼的任务物品，击杀底栖魔鱼或海蛞蝓可获得。"
cn_1562,"海底深渊试炼的任务物品，击杀美人鱼可获得。"
cn_1563,"海底深渊试炼的任务物品，击杀伊西鳐鱼、莫客鱼怪、底栖魔鱼可获得。"
cn_1564,"海底深渊试炼的任务物品，击杀海底霸主「海王」可获得。"
cn_1565,"以水淩林之名，予守护骑士之荣誉。"
cn_1566,"镜子森林的蛇女的尾巴。"
cn_1567,"镜子森林的变形怪身上的一种晶体。"
cn_1568,"清楚水母衣毒性的药剂。"
cn_1569,"由海底城堡的伊娃水母被击杀后所化。"
cn_1570,"饮用后可在海底呼吸的神奇药水。\n使用后不会因缺氧而减少体力和魔力。"
cn_1571,"费思给凯里的信，送去给凯里吧。"
cn_1572,"装满武器的包裹。"
cn_1573,"传说中的风龙埃耶卡特尔，在与水龙利维亚坦战斗时流下的鲜血。可以使武器对海底怪物造成更大伤害。\n要求武器最低使用等级50级及以上。"
cn_1574,"含有丰富营养的果实，对眼睛很有好处。\n使用后解除致盲状态。"
cn_1575,"[精灵园林的葡萄！沙棘木城堡窖藏！]贴着如此标签的葡萄酒。\n使用后身体发烫从而解除冰冻状态。"
cn_1576,"珍稀的魔法手札，远古魔法师的毕生之著，记载着远古魔法师对法则的感悟与心得。 \n分类：1级魔法（职业）\n效果：加强自己的近战物攻7点，但会减弱10点防御且体力不会自然恢复。 \n学习要求：\n法师：28级"
cn_1577,"珍稀的魔法手札，远古魔法师的毕生之著，记载着远古魔法师对法则的感悟与心得。 \n分类：1级魔法（职业）\n效果：使敌人疾病缠身，有一定机率减弱目标15点防御及降低15点魔防，成功率与自身智力和目标魔法防御有关。 \n学习要求：\n法师：28级"
cn_1578,"珍贵的魔法书籍，蕴含着强大的神魔之力，记录着高级魔法技能。 \n分类：6级魔法（普通）\n效果：释放诅咒，有一定机率降低目标15点近战物攻和5点魔攻，成功率与自身智力和目标魔法防御有关。施放该魔法，将会遭受正义审判，正义值减少10。\n学习要求：\n法师：24级\n精灵：48级"
