tw_0,雖然通常沒什麼威力，但有很低的機率來一次殺死對方。
tw_1601,"專為王室將領打造的神兵，散發著嗜血的氣息。\n強化等級達到+7時，可前往賀莉[聖靈武器](32694,32886)處升等為聖武。"
tw_1602,"專為王室將領打造的神兵，破壞力極強。\n強化等級達到+7時，可前往賀莉[聖靈武器](32694,32886)處升等為聖武。"
tw_1603,"專為王室神官打造的神器，可增強神官的魔法攻擊。\n強化等級達到+7時，可前往賀莉[聖靈武器](32694,32886)處升等為聖武。"
tw_1604,"專為王室神官打造的神器，可增強神官的物理攻擊。\n強化等級達到+7時，可前往賀莉[聖靈武器](32694,32886)處升等為聖武。"
tw_1605,"帶有青色羽翼的神弓，能精準強力狙殺敵人。\n強化等級達到+7時，可前往賀莉[聖靈武器](32694,32886)處升等為聖武。"
tw_1606,"據說使用龍牙所鍛造的匕首，散發著危險的紅色火焰。\n強化等級達到+7時，可前往賀莉[聖靈武器](32694,32886)處升等為聖武。"
tw_1607,"據說使用龍牙所鍛造的匕首，散發著神秘的藍色火焰。\n強化等級達到+7時，可前往賀莉[聖靈武器](32694,32886)處升等為聖武。"
tw_1608,"慾要裝備此劍，必須先放棄聖潔的精靈之力，從此信奉墮落的邪神。"
tw_1609,"堅硬無比的法杖，能為使用者增強力量。"
tw_1610,"氣場詭異的法杖，能為使用者增強魔力。"
tw_1611,"慾要裝備此法杖，必須先放棄神聖的魔力之源，從此信奉墮落的邪神。"
tw_1612,"造型奇特的雙手弓，非常輕便。"
tw_1613,"獵人專用的捕獵弓，設計精巧，容易命中目標。"
tw_1614,"使用特殊金屬鍛造的斧頭，能輕易擊破城門。"
tw_1615,"常見的護甲，防御力一般。"
tw_1616,"常見的長靴，防御力一般。"
tw_1617,"常見的頭盔，防御力一般。"
tw_1618,"使用混沌空間採集的稀有礦石所製作的頭盔。"
tw_1619,"使用混沌空間採集的稀有礦石所製作的斗篷。"
tw_1620,"使用混沌空間採集的稀有礦石所製作的法袍。"
tw_1621,"合成防護軟甲的關鍵素材。\n\n防護軟甲：\n職業：全部職業\n製作地點：馬洛斯地區·馬洛斯城鎮，多麗絲[裝備製作](32811,33584)"
tw_1622,"合成防護頭盔的關鍵素材。\n\n防護頭盔：\n職業：全部職業\n製作地點：馬洛斯地區·馬洛斯城鎮，多麗絲[裝備製作](32811,33584)"
tw_1623,"合成防護長靴的關鍵素材。\n\n防護長靴：\n職業：全部職業\n製作地點：馬洛斯地區·馬洛斯城鎮，多麗絲[裝備製作](32811,33584)"
tw_1624,"合成鷹隼弩的關鍵素材。\n\n鷹隼弩：\n職業：[精]\n製作地點：精靈園林·世界樹旁·瓦爾妲居所(33259,33134)內，黎明使者[裝備製作](32740,32760)"
tw_1625,"合成幽迷弓的關鍵素材。\n\n幽迷弓：\n職業：[精]\n製作地點：精靈園林·世界樹旁·瓦爾妲居所(33259,33134)內，黎明使者[裝備製作](32740,32760)"
tw_1626,"合成混沌斗篷的關鍵素材。\n\n混沌斗篷：\n職業：[精][法][王][暗]\n製作地點：精靈園林·妖魔村，貝舒可[裝備製作](33154,33424)"
tw_1627,"合成混沌法袍的關鍵素材。\n\n混沌法袍：\n職業：[精][法][暗]\n製作地點：精靈園林·妖魔村，貝舒可[裝備製作](33154,33424)"
tw_1628,"合成混沌頭盔的關鍵素材。\n\n混沌頭盔：\n職業：[王][精][法][暗]\n製作地點：精靈園林·妖魔村，貝舒可[裝備製作](33154,33424)"
tw_1629,"合成力量鋼杖的關鍵素材。\n\n力量鋼杖：\n職業：[法]\n製作地點：精靈園林·妖魔村，貝舒可[裝備製作](33154,33424)"
tw_1630,"合成靈魂法杖的關鍵素材。\n\n靈魂法杖：\n職業：[法]\n製作地點：精靈園林·妖魔村，貝舒可[裝備製作](33154,33424)"
tw_1631,"合成墮落魔杖的關鍵素材。\n\n墮落魔杖：\n職業：[法]\n製作地點：精靈園林·妖魔村，貝舒可[裝備製作](33154,33424)"
tw_1632,"合成墮落長劍的關鍵素材。\n\n墮落長劍：\n職業：[精]\n製作地點：精靈園林·妖魔村，貝舒可[裝備製作](33154,33424)"
tw_1633,"蘊含著魔力的魔法書的書頁，\n收集到一定數量就可以兌換對應的魔法書。"
tw_1634,"蘊含著魔力的結晶石碎片，\n收集到一定數量就可以兌換對應的精靈晶石。"
tw_1635,"記載有魔法使用心得的筆記，\n可以用於合成普通Ⅳ級魔法書。"
tw_1636,"記載有魔法使用心得的筆記，\n可以用於合成普通Ⅴ級魔法書。"
tw_1637,"記載有魔法使用心得的筆記，\n可以用於合成普通Ⅵ級魔法書。"
tw_1638,"記載有魔法使用心得的筆記，\n可以用於合成精靈Ⅰ級魔法書。"
tw_1639,"記載有魔法使用心得的筆記，\n可以用於合成精靈Ⅱ級魔法書。"
tw_1640,"記載有魔法使用心得的筆記，\n可以用於合成精靈Ⅲ級魔法書。"
tw_1641,"記載有魔法使用心得的筆記，\n可以用於合成精靈Ⅳ級魔法書。"
tw_1642,"記載有魔法使用心得的筆記，\n可以用於合成精靈Ⅴ級魔法書。"
tw_1643,"記載有魔法使用心得的筆記，\n可以用於合成精靈Ⅵ級魔法書。"
tw_1644,"記載有魔法使用心得的筆記，\n可以用於合成法師Ⅰ級魔法書。"
tw_1645,"記載有魔法使用心得的筆記，\n可以用於合成法師Ⅱ級魔法書。"
tw_1646,"記載有魔法使用心得的筆記，\n可以用於合成法師Ⅲ級魔法書。"
tw_1647,"記載有魔法使用心得的筆記，\n可以用於合成騎士Ⅰ級魔法書。"
tw_1648,"記載有魔法使用心得的筆記，\n可以用於合成騎士Ⅱ級魔法書。"
tw_1649,"記載有魔法使用心得的筆記，\n可以用於合成王族Ⅰ級魔法書。"
tw_1650,"紀念伺服器「火神伏尔坎」的指環。"
tw_1651,"記載有魔法使用心得的筆記，\n可以用於合成王族Ⅱ級魔法書。"
tw_1652,"擁有聖潔魔力的果實，能驅除各種異常狀態。"
tw_1653,"世界樹結出的果實，使用後獲得低級的二段所有速度加成效果。"
tw_1654,"持續時間內，每3秒恢復不少於3點的魔力，人物精神點數會影響每次的恢復量。在此狀態下，再次使用，則替換該狀態。"
tw_1655,"高級英雄的榮譽紋章，用來升等英雄項錬。"
tw_1656,"合成攻城戰斧的關鍵素材。\n\n攻城戰斧：\n職業：[王][騎]\n製作地點：沙棘木地區·騎特拉城鎮，泰森[裝備製作](32231,33041)"
tw_1657,"持續時間內，每3秒恢復不少於5點的魔力，人物精神點數會影響每次的恢復量。在此狀態下，再次使用，則替換該狀態。"
tw_1658,"珍貴的魔法書籍，蘊含著強大的神魔之力，記錄著高級魔法技能。 \n分類：Ⅵ階魔法（普通）\n效果：在自己的武器上施放魔法，提升自己的物攻以及命中率。僅可對自己使用。 \n學習要求：\n法師：24等\n精靈：48等"
tw_1659,"珍稀的魔法手札，遠古魔法師的畢生之著，記載著遠古魔法師對法則的感悟與心得。 \n分類：Ⅰ階魔法（職業）\n效果：使敵人疾病纏身，有一定機率減弱目標20點防禦及降低30點魔防，成功率與自身智力和目標魔法防禦有關。 \n學習要求：\n法師：28等"
tw_1660,"風晶石，源自月光女神的祝福，蘊含著輕靈的風系力量！ \n分類：Ⅲ階魔法（職業）\n效果：使目標提升4點遠程物攻。 \n學習要求：\n精靈：30等"
tw_1661,"水晶石，源自月光女神的祝福，蘊含著祥和的水系力量！ \n分類：Ⅳ階魔法（職業）\n效果：利用水之力量保護目標，使目標提升5點遠程閃避和8點命中抵抗。 \n學習要求：\n精靈：40等"
tw_1662,"風晶石，源自月光女神的祝福，蘊含著輕靈的風系力量！ \n分類：Ⅴ階魔法（職業）\n效果：使施法者在持續時間內提高6點遠程物攻。 \n學習要求：\n精靈：50等"
tw_1663,"珍貴的魔法書籍，蘊含著強大的神魔之力，記錄著高級魔法技能。 \n分類：Ⅵ階魔法（普通）\n效果：釋放詛咒，有一定機率降低目標15點近戰物攻和5點魔傷，成功率與自身智力和目標魔法防禦有關。 \n學習要求：\n法師：24等\n精靈：48等"
tw_1664,"蘊含熔融魔力的法杖，裝備後可增強魔法的傷害。"
tw_1665,"合成熔魔之杖的關鍵素材。"
tw_1666,"酒心餡月餅，食用後一段時間受到魔法治癒量提高20%"
tw_1667,"不明餡料的謎之極品月餅，使用後一段時間受到的PVP物理傷害&魔法傷害減少15%"
tw_1668,"皇室秘典，承載著古往今來的王者之能！ \n分類：Ⅱ階魔法（職業）\n效果：對附近1格範圍內的所有目標進行斬擊並造成傷害。裝備近戰武器時才能使用，裝備矛時會擴大到附近2格範圍。有幾率造成暴擊，暴擊時傷害提高。有效體質≧9時，有效體質越高，造成傷害越高。力量≧23時可減免魔力，力量與智力取最大減免值作為計算，不可疊加減免。 \n學習要求：\n王族：50等"
tw_1669,"珍稀的魔法手札，遠古魔法師的畢生之著，記載著遠古魔法師對法則的感悟與心得。 \n分類：Ⅱ階魔法（職業）\n效果：用魔法創造出巨大的冰矛攻擊敵人。 \n學習要求：\n法師：32等"
tw_1670,"寫有傳送魔法的靈石，可為所有傳送石補充次數。"
tw_1671,"擁有傳送魔力的靈石，可隨機傳送至邪惡審判者/邪惡狩獵者身邊。\n可使用傳送充能符文補充使用次數。"
tw_1672,"擁有傳送魔力的靈石，可傳送至德雷克身邊。\n可使用傳送充能符文補充使用次數。"
tw_1673,"擁有傳送魔力的靈石，可傳送至死亡騎士的虛影身邊。\n可使用傳送充能符文補充使用次數。"
tw_1674,"擁有傳送魔力的靈石，可傳送至沙漠毒蠍身邊。\n可使用傳送充能符文補充使用次數。"
tw_1675,"擁有傳送魔力的靈石，可傳送至蟻洞3層。\n可使用傳送充能符文補充使用次數。"
tw_1676,"擁有傳送魔力的靈石，可傳送至德雷克地監6層。\n可使用傳送充能符文補充使用次數。"
tw_1677,"擁有傳送魔力的靈石，可傳送至海底深淵。\n可使用傳送充能符文補充使用次數。"
tw_1678,"蘊含火元素祝福的戒指，能提升佩戴者的火抗屬性。最高只能強化至+6。"
tw_1679,"蘊含風元素祝福的戒指，能提升佩戴者的風抗屬性。最高只能強化至+6。"
tw_1680,"蘊含水元素祝福的戒指，能提升佩戴者的水抗屬性。最高只能強化至+6。"
tw_1681,"蘊含土元素祝福的戒指，能提升佩戴者的土抗屬性。最高只能強化至+6。"
tw_1682,"蘊含大自然祝福的戒指，能提升佩戴者的自我恢復能力。最高只能強化至+6。"
tw_1683,"相傳是戰爭之王佩戴過的耳環，能賦予佩戴者勇氣和力量。最高只能強化至+6。"
tw_1684,"相傳是鷹眼神射手佩戴過的耳環，能賦予佩戴者更強的射術。最高只能強化至+6。"
tw_1685,"相傳是靈幻大法師佩戴過的耳環，能賦予佩戴者魔法的加護。最高只能強化至+6。"
tw_1686,"蘊含山嶺巨人力量的腰帶，裝備後能增強防禦能力。最高只能強化至+6。"
tw_1687,"纏繞著縹緲幽靈氣息的腰帶，裝備後能增強閃避能力。最高只能強化至+6。"
tw_1688,"特殊的專屬強化卷軸，只能強化伊娃之島的飾品。"
tw_1689,"伊娃所收藏的鋯石。"
tw_1690,"伊娃所採集的珍珠。"
tw_1691,"伊娃所織製的錦緞。"
tw_1692,"伊娃所記錄的手札。"
tw_1693,"合成炎之戒的關鍵素材。\n\n炎之戒：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1694,"合成風之戒的關鍵素材。\n\n風之戒：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1695,"合成水之戒的關鍵素材。\n\n水之戒：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1696,"合成砂之戒的關鍵素材。\n\n砂之戒：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1697,"合成源之戒的關鍵素材。\n\n源之戒：\n職業：[王][法]\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1698,"合成戰王耳環的關鍵素材。\n\n戰王耳環：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1699,"合成戰鷹耳環的關鍵素材。\n\n戰鷹耳環：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1700,"合成戰靈耳環的關鍵素材。\n\n戰靈耳環：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1701,"合成磐石腰帶的關鍵素材。\n\n磐石腰帶：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1702,"合成閃靈腰帶的關鍵素材。\n\n閃靈腰帶：\n職業：全部職業\n製作地點：水淩林地區·水淩林城鎮西南，捷西[飾品製作](32583,32664)"
tw_1703,"遠古的化石，內有多種元素力量。"
tw_1704,"珍稀的魔法典籍，源自創世神蒂安的祝福，蘊含高等法則之力。 \n分類：Ⅲ階魔法（職業）\n效果：運用惡魔之力吸取敵人的力量。對目標造成傷害，吸取目標體力並補充到自己的體力中。並且有一定機率吸取目標的魔法值，並將部分魔法值轉化為自身所有。目標魔力量低於20%(怪物)/40%(玩家)時，奪取的魔力量為0。施放該魔法，將會遭受正義審判，正義值減少100。 \n學習要求：\n法師：36等"
tw_1705,"珍稀的魔法手札，遠古魔法師的畢生之著，記載著遠古魔法師對法則的感悟與心得。 \n分類：Ⅰ階魔法（職業）\n效果：用野蠻力量為隨從充能，賦予隨從高級的二段移速加成效果。使用時不需要選擇目標，會對全部未有[野蠻疾走buff]的隨從施放（消耗對應倍數的魔法寶石和魔力值）。 \n學習要求：\n法師：28等"
tw_1706,"珍稀的魔法手札，遠古魔法師的畢生之著，記載著遠古魔法師對法則的感悟與心得。 \n分類：Ⅱ階魔法（職業）\n效果：祭獻自身體力，為同屏的自己的隨從恢復體力，恢復量與祭獻的體力值和體質配點有關。祭獻的體力值按當前體力值的固定比例。 \n學習要求：\n法師：32等"
tw_1707,"普通符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1708,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。 "
tw_1709,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1710,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1711,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1712,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1713,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1714,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1715,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1716,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1717,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1718,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1719,"特效符石，可在侏儒城堡的朱盧(32822,32969)處進行鑲嵌或合成。"
tw_1720,"未知符石，使用後，隨機獲得一枚普通的1等武器符石。"
tw_1721,"未知符石，使用後，隨機獲得一枚普通的1等防具符石。"
tw_1722,"特殊道具，可用於取出已經鑲嵌在裝備上的符石。"
tw_1723,"\fW施法時，有%d%%機率不消耗。"
tw_1724,"\fW攻擊時，有%d%%機率觸發%d點水元素追加傷害。"
tw_1725,"\fW攻擊時，有%d%%機率觸發%d點土元素追加傷害。"
tw_1726,"\fW攻擊時，有%d%%機率觸發%d點火元素追加傷害。"
tw_1727,"\fW攻擊時，有%d%%機率觸發%d點風元素追加傷害。"
tw_1728,"\fW攻擊時，有%d%%機率觸發%d點雷元素追加傷害。"
tw_1729,"\fW受到攻擊時，有%d%%機率觸發buff，持續時間內，每秒恢復%d點體力。"
tw_1730,"\fW受到攻擊時，有%d%%機率觸發buff，持續時間內，每秒恢復%d點魔力。"
tw_1731,"\fW受到物理攻擊時，有%d%%機率觸發免疫本次傷害。"
tw_1732,"\fW受到魔法攻擊時，有%d%%機率觸發免疫本次傷害。"
tw_1733,"\fW受到物理攻擊時，有%d%%機率觸發buff，持續時間內，受到的物理傷害減少24%%。"
tw_1734,"\fW受到魔法攻擊時，有%d%%機率觸發buff，持續時間內，受到的魔法傷害減少18%%。"
tw_1735,"蜂女製作出來的特殊蜂蜜。"
tw_1736,"蜂女巢穴外部掉落的一些碎片"
tw_1737,"生長在草叢中的有毒蘑菇。"
tw_1738,"侏儒打造出來的發光寶石。"
tw_1739,"侏儒最喜歡用的一種器皿。"
