en_0,"Client: %s Resource: %u"
en_2103,"1. Establish a Clan\n Level ≥30 The royal adventurer who doesn’t belong to any clan can consume a certain amount of coin and establish his/her own clan in Clan Administration. \n\n2. Join a Clan \nThere are two ways to join a clan: \n1) Join Face to Face: \nFirst, applicant and Clan leader should be on the same screen. Click the character, then click on his/her head, and you can see the social list. Click [Apply] on the list, and you can directly send your application to the Clan leader. Clan leader will directly see the confirmation letter on his/her screen. You will successfully join the clan after the clan leader accepts your application. However, you cannot join the clan if the clan leader rejects your application or make no response. \n2) Submit an Application for Joining a Clan: \nWhen the adventurer submits the application with this joining method, the application will be sent to the approval box of the clan waiting for the approval of the clan manager. The unapproved application will be cleared at 10: 00 in the morning every day. \nRules to apply and approve: \nEvery adventurer can apply for at most five clans at the same time; \nWhen an applicant is accepted by one clan, the applications for other clans will become invalid immediately; \nEach application can only be approved for once in the same clan. If the application is rejected, you can apply for it again; \nSubmission Method: \na. Submit the application through the social list: \nClick on the head of an adventurer and open his/her social list. Choose [Apply]. If he/she is Clan leader, Join Face to Face will be triggered. If not, the application will be sent to the clan that he/she belongs to. \nb. Submit the application through clan list: \nClick the clan you want to join, and you can see a function list. Choose [Apply], and you can send your application to the clan. By this way, you can write down your reason for application which can help the clan manager learn more about you. \n\n3. Develop a Clan \n1) Clan upgrade \n There are ten levels of a clan. The Clan Leader can upgrade the clan through consuming clan experience and clan resources. The clan with higher level can contain more people, provide a greater buff in clan welfare and obtain a higher maximum value of clan experience and resources. \n2) Clan maintaince and temporary maintaince \na. Clan maintaince: After a clan is upgraded to level 2, a certain amount of clan experience and clan resources will be used to maintain the normal operation of a clan every day at 0 P.M automatically. \nb. maintaince fails: If the resources and experience are not enough for the everyday maintaince, the status of everyday clan maintaince will become fail; \nc. When the clan maintaince fails, the following functions cannot be used until the next successful maintaince is done. \n-Clan Welfare Warehouse: The Clan Leader cannot distribute the gifts in the warehouse, and the gifts that have been distributed will not be affected; \n-Clan Blessings: Clan blessings cannot be obtained. \nd. Temporary maintaince: After the maintaince failure, if the clan experience and resources can re-accumulate and fulfil the requirement of everyday maintaince, use [Maintaince] button can be triggered through using a certain amount of Teon Coins. The needed resources for maintaince will be deducted, and the invalid clan functions can be used immediately. \n3) Clan degrade \nThe Clan Leader can ask the clan manager to degrade the clan level through consuming a certain amount of Teon Coins. Every time the level can be degraded by one and the clan can be degraded at most to level 3; \nAfter the degradation, the related clan functions and clan welfare will be changed according to the new level; \n After the degradation, if the current clan experience, resources and members exceed the level limit, the clan cannot add more experience, resources and members. \n4) Clan dissolution \nThe Clan Leader can apply for the dissolution of his/her clan to the clan manager. As the clan dissolves, all the items in clan warehouse and clan welfare warehouse will be destroyed. Please settle down the possessions before the application to dissolve so as not to cause losses. \n5) Resources donation \nThe clan members with level ≥ 40 can donate Teon Coins or Gold to the clan through clicking the [Donate] button in the clan information menu. Donating resources can help gain a certain amount of clan honour point. \nClan member cannot donate the resources to the clan after his/her donation reaches to the everyday limit; The clan resources cannot receive any donation after it reaches to the maximum value. \n6) Experience donation \nThe clan members with level ≥ 40 can help the clan gain clan experience when they kill the ordinary monsters or monsters leaders during their daily training. Boss monsters and the monsters in the event map will not help gain the clan experience. \nClan member cannot donate the experience to the clan by killing the monsters after his/her donation reaches to the everyday limit; The clan experience cannot receive any donation after it reaches to the maximum value. \n\n4. Clan class and management authority \n1) Clan class: \nThere are six classes in the clan which is: Clan Leader, Vice-Leader, Guardian, Elite, Masses, and Apprentice; \nOnly Leader, Vice-Leader and Guardian have the management authority among the classes; \nEach clan can have 1 Clan Leader, 2 Vice-Leaders, 4 Guardians. The number of Elite, Masses and Apprentice depends on the clan member limit; \nThe default class for each clan member is Apprentice. \n2) Management authority: \na. Clan Leader: \n-Edit the Clan Notice \n-Clan upgrade \n-Clan temporary maintaince \n-Set the class requirement to Clan Public Warehouse. \n-Give away the rewards in Clan Welfare Warehouse \n-Set the minimum level requirement of joining the clan \n-Examine and approve the joining application \n-Kick out clan member \n-Give member title \n-Promote/demote the clan member class \n-Block/unblock member in the Clan Chat Channel \n-Dissolve clan \n-Clan degrade \nb. Clan Vice-Leader: \n-Edit the Clan Notice \n-Set the class requirement to Clan Public Warehouse. \n-Set the minimum level requirement of joining the clan \n-Examine and approve the joining application \n-Kick out clan member \n-Give member title \n-Promote/demote the clan member class \n-Block/unblock member in the Clan Chat Channel \nc. Guardian: \n-Examine and approve the joining application \n-Kick out clan member \n-Give member title \n-Block/unblock member in the Clan Chat Channel \n\n5. Clan management \n1) Examine and approve the joining application \nClan managers can go through the application in [Accession Approval] of Clan Menu-Clan Management. Each application can be processed by once and will be deleted from the application box immediately after being processed. Application without any operation will be cleared every day at 10 A.M. \n2)Members management \nClan managers has the authority to appoint clan members class, kick out clan members, give clan members title and etc.; \nClass Appoint: Clan Leader and vice-leader can make a class adjustment to the clan members; \nKick out clan members: Clan managers can kick out the clan members without authority. Clan manager cannot kick out clan members when the number of kicked clan members reaches to the everyday limit; The clan with higher level has a higher limit for kicking out members. \nBlock: Clan manager can block or unblock the clan members with a lower class than he/she. \n3) Set the class requirement to Clan Warehouse \nClan Leader can set the class requirement to the public warehouse in [Authorization] in Clan Menu-Clan Management. The default class requirement is Clan Masses when the clan is established. \n4) Give away the rewards in Clan Welfare Warehouse \nClan leader can give away the rewards in the welfare through clicking [Manage] button of [Distribute] in Clan Menu-Clan Management. Each time can give away one reward to multiple members, and each member every day can only be rewarded once. \n\n6. Clan Warehouse \nClan members can use clan warehouse through the clan managers. \nThe items in the clan warehouse belong to the clan. People who want to pick the item in the warehouse should fulfil the class requirement set by clan leader and vice-leader; \nThere is no requirement for keeping items in the warehouse. \n\n7. Clan Welfare Warehouse \nClan welfare warehouse is used to keep the clan welfare rewards which usually come from clan challenge event or limited event etc. \nClan members can check and take the clan rewards in [Distribute] in Clan Menu-Clan management; \nClan Leader can give away the rewards through [Manage]; \nDuring the time when the clan maintaince fails, clan welfare warehouse will become invalid and clan leader cannot distribute the rewards. But the clan members can still take the rewards distributed before. \n\n8. Clan Welfare-Buff Effect \nAfter a clan is upgraded to level 2, the clan can provide clan blessing to the clan members. Clan members can receive the blessing through clicking [Receive] button in Clan Menu-Clan Information; \nThe clan with higher level has a greater clan blessing buff effect and has more clan blessings every day collecting times for each member; \nCollect the clan blessing needs honour point. The higher clan blessings are, the more honour is needed. \n\n9. Leave Clan \nClan members can leave the clan by clicking their own names in the clan member list and then choosing [Leave] button in the triggered function menu. \n The clan members who have the management authority need to quit the job first before leaving the clan. \n"
en_2104,"You are going to download all resource of this game, we suggest you to download with wifi network."
en_2105,"Version: %s Resource: Base"
en_2106,"Next update: %s Reset Time"
en_2107,"Next update: %s Reset Time"
en_2108,"Out off Rank"
en_2109,"Ranking"
en_2110,"Type of List"
en_2111,"Rank"
en_2112,"Name"
en_2113,"Warflag"
en_2114,"Killing"
en_2115,"Dmg to Enemy"
en_2116,"Dmg to Tower"
en_2117,"Exp Ranking"
en_2118,"All classes"
en_2119,"Royal"
en_2120,"Knight"
en_2121,"Elf"
en_2122,"Mage"
en_2123,"Dark Elf"
en_2124,"Siege Ranking"
en_2125,"Singe PK Count"
en_2126,"Singe Damage Count"
en_2127,"Monthly PK Count"
en_2128,"Monthly Damage Count"
en_2129,"Unupdated Ranking"
en_2130,"Amulet of Heroism Lv.7"
en_2131,"Enchant Level which is higher than or equal to Safe Enchant level equipment\n It will not drop enchant level when enchant failed"
en_2132,"手机号码:"
en_2133,"验证码:"
en_2134,"验证码:"
en_2135,"\f3 Password should be 6 numbers"
en_2136,"\f3 Confirm Password is different, please enter agiain."
en_2137,"Enter Password: "
en_2138,"Confirm Your Password: "
en_2139,"Original Password: "
en_2140,"New Password: "
en_2141,"Confirm New Password: "
en_2142,"Please enter your six number password and make sure these two times entering content the same."
en_2143,"Password: "
en_2144,"Set Warehouse Password"
en_2145,"Reset Warehouse Password"
en_2146,"\f3 Note: Password is a bunch of 6 effective number."
en_2147,"Warehouse Pw"
en_2148,"Confirm Operation Certificate"
en_2149,"\f3你还没实名认证"
en_2150,"\f3你还没绑定手机号"
en_2151,"\f3 You haven't set password"
en_2152,"解绑手机"
en_2153,"Set"
en_2154,"Reset"
en_2155,"Forget"
en_2156,"Security"
en_2157,"Explanation of Recommendation 2 \nAdvantages: Top Melee Explosive Power\nDisadvantages: Low defense and weak in stamina\n\nTraining direction: \n1. High-constitution\nSelect weapons which increase high physical damage or have a percentage to hit with maximum power and armours increase Strength. After awakening Shadow Talent, the attribute points should be allocated to STR and CON. You can have great melee physical damage ability and explosive power with viability. \n2. Mainly constitution and partial dexterity\nSelect weapons which increase high physical damage or have a percentage to hit with maximum power and armours increase Strength. After awakening Shadow Talent, the attribute points should be allocated to STR and CON with little DEX. You can have great melee physical damage ability and explosive power. \n3.Mainly constitution and partial wisdom\nSelect weapons which increase high physical damage or have a percentage to hit with maximum power and armours increase Dexterity. After awakening Shadow Talent, attribute points are mainly allocated to DEX and CON with little WIS. You can have great ranged physical damage ability with magic defence and stamina."
en_2158,"Explanation of Recommendation 5 \nAdvantages: Top Melee Explosive power\nDisadvantages: Low defense and weak Operational Sustainment\n\nTraining direction: \n1. High-constitution\nSelect weapons which increase physical damage and armours increase Dexterity. After awakening Cursed Talent, the attribute points should be allocated to DEX and CON. You can have great ranged physical damage ability with viability. \n2. Mainly constitution and partial intellectual\nSelect weapons which increase physical damage and armours increase Dexterity. After awakening Shadow Talent, attribute points are mainly allocated to DEX and CON with little STR. You can have great ranged physical damage ability. \n3.Mainly constitution and partial wisdom\nSelect weapons which increase physical damage and armours increase Dexterity. After awakening Shadow Talent, attribute points are mainly allocated to DEX and CON with little WIS. You can have great ranged physical damage ability with magic defence and stamina."
en_2159,"Ⅰ"
en_2160,"Ⅱ"
en_2161,"Ⅲ"
en_2162,"Ⅳ"
en_2163,"Ⅴ"
en_2164,"Ⅵ"
en_2165,"\f22.12 Buff-list"
en_2166,"Last: "
en_2167,"There is currently no temporary magic"
en_2168,"All Spells"
en_2169,"\f3 Hotkey Locked"
en_2170,"Free Trial"
en_2171,"\f21.9 Welfare"
en_2172,"\f21.10 Ranking"
en_2173,"\f22.7.1 Clan"
en_2174,"\f22.9 Clan House"
en_2175,"\f22.7.3 Siege Battle"
en_2176,"\f22.13 "
en_2177,"\f22.14"
en_2178,"PK Counting"
en_2179,"PK numbers"
en_2180,"Please enter content first"
en_2181,"Advanced Polymorph Crystal"
en_2182,"Advanced Demonize Polymorph Crystal"
en_2183,"Ultimate Polymorph Crystal"
en_2184,"Polymorph Crystal Gift Box(Discount)"
en_2185,"Null"
en_2186,"Null"
en_2187,"Null"
en_2188,"Null"
en_2189,"Null"
en_2190,"Null"
en_2191,"Null"
en_2192,"Null"
en_2193,"Null"
en_2194,"Null"
en_2195,"Null"
en_2196,"Null"
en_2197,"Element Level Cap: %u\n"
en_2198,"\f4Element Speicial Efficacy: physical/magic attact with %s%% fixed percent to slow your enemy(Effect to Players only)"
en_2199,"\f4Element Speicial Efficacy: physical/magic attact with %s%% fixed percent to burn %s buffs(Effect to Players only)"
en_2200,"\f4Element Speicial Efficacy: physical/magic attact with %s%% fixed percent to Block Recovery.(Effect to Players only)"
en_2201,"\f4Element Speicial Efficacy: physical/magic attact with %s%% fixed percent to hypnotize your enemy(Effect to Players only)"
en_2202,"Blue Camp"
en_2203,"Red Camp"
en_2204,"Resurrect Immediately"
en_2205,"Remaining %u Times"
en_2206,"\f2%u\f>seconds return to Lobby"
en_2207,"Camp"
en_2208,"Bounty Amount"
en_2209,"Bounty Ranking"
en_2210,"Team Flight Time"
en_2211,"\f3Team Flight haven't start"
en_2212,"\f22.17 Element Enchant"
en_2213,"\f22.17 Hell Punishment"
en_2214,"Weapon Crystal Level is over the Weapon Element Enchant Level cap."
en_2215,"Enchant Level Cap: %+d\n"
en_2216,"Advanced Hero Emblem"
en_2217,"%sExtra Magic Dmg: %+d\n"
en_2218,"%sLuck: %+d\n"
en_2219,"Consume %s"
en_2220,"\f3Market Only\n"
en_2221,"\f3Personal Trade Only\n"
en_2222,"\f>You can't enjoy the halftime countdown welfare without Premium Membership. Tap Activate: Start Countdown and Purchase Premium Membership (Activating Premium will reduce this opening time to 0 and enjoy half opening time from next time). Tap Confirm: Start Countdown Only."
en_2223,"Activate"
en_2224,"Cancel"
en_2225,"Confirm"
en_2226,"Don't remind again in 24 hours."
en_2227,"\\f>Are you sure to consume \\f2%s\\f> to skip countdown？"
en_2228,"\f22.3 Character"
en_2229,"\f22.3.1 Novice Protection"
en_2230,"\f22.4.1 Equipment"
en_2231,"New Server Package"
en_2232,"Exp Cube Box"
en_2233,"Activity"
en_2234,"Mall"
en_2235,"Item Details"
en_2236,"Package Details"
en_2237,"Treasure Box Details"
en_2238,"Top up"
en_2239,"Premium"
en_2240,"\fWRules & Benefits of Premium Membership (Membership):\f>\n\n1. The Membership lasts for 30 days since activation. This period cannot be held or stopped after activation and your Membership will expire automatically after 30 days if you did not manually purchase again. \n\n2. The Membership will grant you the following benefits:\n- Premium Daily Supplies: Extra daily supplies will be available in the Login Rewards Interface. (Daily supplies are worth 100 TC per day.) Login Rewards is collected by the times you collect them. So if you want to collect the last one, you need to collect rewards every day.\n- Preset Equipment Hotkeys: This allows you to quickly switch between 2 sets of equipment. \n- Preset Skill Hotkeys: This allows you to quickly switch between 2 sets of Hotkeys. \n- Extra EXP Restoration Times: Increases the number of EXP restoration times from 10 to 20 per day at Kell. \n- Cost Reduction for EXP Restoration: Reduces the cost for EXP restoration by half. \n- Less Toll in the Market: Toll is reduced from 15% to 5% when you sell items on the market. \n- More Market Items: Increases the number of Selling Items from 3 to 20. \n- Market List Sorting: Goods in the market will be sorted by Price so that you can quickly find out the cheapest price in the market. \n- Premium Trade: Players with membership can trade much more items with each other than usual. \n- More Bookmarks: Increases the number of Location Bookmarks from 30 to 100. \n- Less Toll of Loot: Toll of Loot is reduced from 20% to 15%. \n- Instant Unlock 1 Box: If you have a time-required treasure box in countdown status when you are activating your Membership. This treasure will be unlocked instantly after the activation. This bonus is only available once when you are activating Membership from Non-Premium status and are unlocking a time-required treasure box at the same time. Also, this bonus is only available for the current character. \n- Quick Unlock: Reduces the time required to unlock all types of treasure boxes by half. \n- Shorten the World Chat & General Chat interval by half. \n- Enables color texts in chat."
